CustomerID,Segment,Recency,Frequency,Monetary,Product_Variety,Avg_Days_Between_Purchases,Is_UK,Country
12510.0,Occasional / At Risk,143,2,620.05,28,6.535714285714286,0,Spain
12512.0,Hibernating,66,2,124.23,30,0.0,0,Israel
12513.0,Hibernating,113,1,520.04,33,0.0,0,France
12514.0,Hibernating,267,1,779.68,44,0.0,0,Italy
12515.0,Lost / Low Value,353,1,190.8,11,0.0,0,Italy
12516.0,Occasional / At Risk,78,2,270.48,10,10.3,0,Germany
12517.0,Loyal Customers,28,4,2176.85,221,0.6136363636363636,0,Germany
12518.0,Champions (VIP),1,5,1750.09,80,0.9734513274336283,0,Germany
12519.0,Hibernating,64,1,242.84,15,0.0,0,Germany
12520.0,Loyal Customers,79,5,2061.56,113,1.4370370370370371,0,Germany
12521.0,Hibernating,143,1,499.03,34,0.0,0,Germany
12522.0,Hibernating,39,2,152.72,9,1.5,0,Germany
12523.0,Champions (VIP),19,11,1277.91,63,4.0,0,France
12524.0,Champions (VIP),9,8,1719.21,76,3.5217391304347827,0,Germany
12526.0,Loyal Customers,1,3,1074.46,58,1.5161290322580645,0,Germany
12527.0,Occasional / At Risk,82,3,296.71000000000004,16,16.266666666666666,0,Germany
12528.0,Loyal Customers,9,6,1121.63,38,4.967213114754099,0,Germany
12530.0,Loyal Customers,60,4,1051.42,43,5.431372549019608,0,Germany
12531.0,Hibernating,15,1,95.27,16,0.0,0,Germany
12532.0,Hibernating,30,1,297.33000000000004,14,0.0,0,France
12534.0,Hibernating,131,1,828.73,55,0.0,0,Germany
12535.0,Occasional / At Risk,92,2,577.85,22,3.5185185185185186,0,France
12536.0,Loyal Customers,59,1,3659.97,230,0.0,0,France
12538.0,Hibernating,29,1,258.75,16,0.0,0,Spain
12539.0,Loyal Customers,22,4,4141.6,134,1.3405172413793103,0,Spain
12540.0,Champions (VIP),20,17,7967.64,239,0.8952879581151832,0,Spain
12541.0,Loyal Customers,30,3,721.38,42,5.704545454545454,0,Spain
12544.0,Hibernating,36,1,284.9,17,0.0,0,Spain
12545.0,Loyal Customers,75,2,698.8,34,4.717948717948718,0,Spain
12546.0,Loyal Customers,47,2,969.58,55,0.49206349206349204,0,Spain
12547.0,Occasional / At Risk,198,2,151.79999999999998,6,16.6,0,Spain
12548.0,Lost / Low Value,166,1,67.19999999999999,4,0.0,0,Spain
12550.0,Hibernating,79,1,748.88,52,0.0,0,Spain
12551.0,Lost / Low Value,358,1,168.0,10,0.0,0,Spain
12552.0,Lost / Low Value,40,1,165.47,9,0.0,0,Italy
12553.0,Champions (VIP),8,10,2933.7,87,1.8994082840236686,0,France
12556.0,Loyal Customers,50,2,513.66,93,0.9181818181818182,0,Spain
12558.0,Hibernating,8,1,195.08,10,0.0,0,USA
12559.0,Hibernating,320,1,301.41,16,0.0,0,Germany
12560.0,Loyal Customers,5,2,1746.16,84,1.4526315789473685,0,Germany
12561.0,Hibernating,303,1,207.05,14,0.0,0,Germany
12562.0,Champions (VIP),8,7,2701.7400000000002,90,1.2837837837837838,0,France
12564.0,Hibernating,261,1,336.15,17,0.0,0,France
12565.0,Lost / Low Value,289,1,145.92,9,0.0,0,Saudi Arabia
12566.0,Hibernating,86,1,222.13,14,0.0,0,Germany
12567.0,Champions (VIP),23,10,6673.58,284,0.9060052219321149,0,France
12569.0,Champions (VIP),2,28,2704.69,84,1.838235294117647,0,Germany
12571.0,Loyal Customers,40,2,489.37,29,2.6451612903225805,0,France
12572.0,Loyal Customers,9,2,650.87,45,0.8958333333333334,0,Germany
12573.0,Hibernating,227,1,150.59,25,0.0,0,France
12574.0,Lost / Low Value,316,1,162.55,9,0.0,0,France
12576.0,Loyal Customers,36,5,1225.31,67,3.2804878048780486,0,Poland
12577.0,Loyal Customers,35,3,566.7,132,2.3142857142857145,0,France
12578.0,Loyal Customers,21,2,2242.96,104,2.942857142857143,0,Italy
12579.0,Hibernating,78,1,329.12,24,0.0,0,France
12580.0,Hibernating,247,1,379.7,23,0.0,0,Germany
12581.0,Hibernating,40,1,169.76,13,0.0,0,Germany
12582.0,Hibernating,239,2,313.92,18,2.9411764705882355,0,Finland
12583.0,Champions (VIP),3,15,5267.89,103,1.8366336633663367,0,France
12584.0,Loyal Customers,4,8,1100.6000000000001,24,5.8936170212765955,0,Italy
12585.0,Loyal Customers,234,2,1212.95,68,1.647887323943662,0,Germany
12586.0,Hibernating,17,1,186.54000000000002,10,0.0,0,Italy
12587.0,Lost / Low Value,8,1,104.0,3,0.0,0,Finland
12588.0,Lost / Low Value,39,1,79.65,5,0.0,0,Finland
12589.0,Occasional / At Risk,29,2,417.28,22,4.64,0,France
12590.0,Hibernating,211,1,877.26,12,0.0,0,Germany
12591.0,Hibernating,317,1,323.1,22,0.0,0,Italy
12592.0,Occasional / At Risk,92,2,350.6,9,9.307692307692308,0,Germany
12593.0,Occasional / At Risk,109,3,382.09999999999997,13,5.7894736842105265,0,France
12594.0,Loyal Customers,47,8,2743.43,45,2.679611650485437,0,Italy
12596.0,Occasional / At Risk,51,2,288.27,17,11.235294117647058,0,Spain
12597.0,Loyal Customers,19,4,2544.07,148,1.5182926829268293,0,Spain
12598.0,Champions (VIP),10,7,2103.43,70,2.644230769230769,0,France
12599.0,Loyal Customers,29,7,764.38,31,5.392156862745098,0,France
12600.0,Loyal Customers,29,9,1996.22,30,6.58,0,Germany
12601.0,Occasional / At Risk,190,5,371.51,19,7.15,0,Germany
12602.0,Lost / Low Value,59,1,129.22,11,0.0,0,France
12604.0,Occasional / At Risk,79,2,236.18,14,13.0,0,France
12607.0,Hibernating,60,1,1490.26,96,0.0,0,USA
12609.0,Loyal Customers,78,3,846.11,49,4.8979591836734695,0,Germany
12610.0,Loyal Customers,23,4,1479.6399999999999,70,1.2380952380952381,0,Italy
12611.0,Hibernating,52,1,924.52,59,0.0,0,Italy
12612.0,Hibernating,74,1,654.0,17,0.0,0,Germany
12613.0,Loyal Customers,57,4,2886.4,118,1.443661971830986,0,Germany
12614.0,Hibernating,278,1,218.15,14,0.0,0,Germany
12615.0,Champions (VIP),2,4,1552.99,74,1.9529411764705882,0,France
12616.0,Occasional / At Risk,95,2,386.79999999999995,20,8.416666666666666,0,France
12617.0,Hibernating,29,1,333.08,37,0.0,0,France
12618.0,Lost / Low Value,22,1,121.41,9,0.0,0,Italy
12619.0,Loyal Customers,16,8,681.02,32,5.266666666666667,0,Germany
12620.0,Loyal Customers,15,3,1100.1399999999999,78,2.4050632911392404,0,France
12621.0,Champions (VIP),2,19,7699.9800000000005,234,0.9381443298969072,0,Germany
12622.0,Lost / Low Value,232,1,123.85,8,0.0,0,Germany
12623.0,Hibernating,276,1,269.1,17,0.0,0,Germany
12624.0,Hibernating,106,2,492.78,30,2.3666666666666667,0,France
12625.0,Loyal Customers,212,2,1625.82,67,1.4794520547945205,0,Germany
12626.0,Champions (VIP),23,9,4945.49,216,1.1477272727272727,0,Germany
12627.0,Champions (VIP),11,6,3675.3,148,0.6467661691542289,0,Germany
12628.0,Loyal Customers,4,3,665.46,32,1.7142857142857142,0,Germany
12630.0,Loyal Customers,10,2,905.08,53,0.6296296296296297,0,Finland
12631.0,Hibernating,57,1,396.0,25,0.0,0,Finland
12633.0,Loyal Customers,59,4,1379.94,63,2.632183908045977,0,Germany
12635.0,Loyal Customers,90,2,1357.69,86,0.7303370786516854,0,Germany
12637.0,Champions (VIP),67,8,5056.84,185,0.7314285714285714,0,France
12638.0,Hibernating,33,1,498.25,37,0.0,0,Sweden
12639.0,Hibernating,239,1,325.3,18,0.0,0,Sweden
12640.0,Loyal Customers,24,3,609.53,34,1.6571428571428573,0,France
12641.0,Lost / Low Value,115,1,128.9,8,0.0,0,Sweden
12642.0,Loyal Customers,25,3,743.77,34,2.1578947368421053,0,Germany
12643.0,Lost / Low Value,221,2,71.28,2,0.0,0,France
12644.0,Hibernating,130,1,417.12,27,0.0,0,Germany
12645.0,Loyal Customers,34,4,1406.18,56,4.492063492063492,0,Germany
12646.0,Loyal Customers,5,2,838.16,33,1.3636363636363635,0,USA
12647.0,Champions (VIP),22,12,1843.87,64,4.08235294117647,0,Germany
12648.0,Hibernating,155,1,255.3,19,0.0,0,Germany
12649.0,Occasional / At Risk,107,3,513.0500000000001,21,4.7727272727272725,0,Germany
12650.0,Hibernating,3,1,242.44000000000003,19,0.0,0,France
12651.0,Lost / Low Value,335,1,114.0,9,0.0,0,France
12652.0,Hibernating,331,1,732.28,44,0.0,0,France
12653.0,Occasional / At Risk,149,2,752.81,27,5.103448275862069,0,Israel
12654.0,Occasional / At Risk,11,5,499.33,28,9.193548387096774,0,Germany
12656.0,Loyal Customers,17,5,1873.35,63,2.541176470588235,0,France
12657.0,Loyal Customers,11,3,623.0,23,2.392857142857143,0,France
12658.0,Hibernating,19,1,535.4,29,0.0,0,Germany
12659.0,Lost / Low Value,30,1,45.6,3,0.0,0,France
12660.0,Hibernating,11,1,203.7,11,0.0,0,France
12662.0,Champions (VIP),1,11,3289.4300000000003,122,1.8019323671497585,0,Germany
12664.0,Occasional / At Risk,59,4,406.8,8,29.333333333333332,0,Finland
12665.0,Lost / Low Value,325,1,45.0,2,0.0,0,Germany
12667.0,Hibernating,58,1,410.23,29,0.0,0,Finland
12668.0,Loyal Customers,12,4,2666.0,102,2.510948905109489,0,Germany
12669.0,Loyal Customers,151,2,1319.92,89,1.1777777777777778,0,France
12670.0,Loyal Customers,10,5,2087.47,51,2.96,0,France
12672.0,Lost / Low Value,330,1,162.29999999999998,8,0.0,0,France
12673.0,Occasional / At Risk,5,2,504.62,36,9.17142857142857,0,Germany
12674.0,Loyal Customers,39,4,1289.54,44,2.5606060606060606,0,France
12676.0,Loyal Customers,25,6,1031.39,32,7.756756756756757,0,Sweden
12678.0,Loyal Customers,43,8,1359.8,36,7.775,0,France
12679.0,Hibernating,284,1,639.86,38,0.0,0,France
12680.0,Loyal Customers,1,4,736.97,29,2.511111111111111,0,France
12681.0,Champions (VIP),15,21,9584.4,237,0.6685606060606061,0,France
12682.0,Champions (VIP),4,30,8429.54,190,0.8382687927107062,0,France
12683.0,Champions (VIP),4,14,5141.41,164,1.2448275862068965,0,France
12684.0,Loyal Customers,8,6,1646.19,57,2.340909090909091,0,France
12685.0,Champions (VIP),28,6,2437.65,111,0.4513888888888889,0,France
12686.0,Lost / Low Value,372,1,71.14,6,0.0,0,France
12688.0,Hibernating,114,1,2770.04,129,0.0,0,Israel
12689.0,Loyal Customers,26,2,1020.21,54,1.5692307692307692,0,France
12690.0,Hibernating,206,1,265.11,13,0.0,0,France
12691.0,Occasional / At Risk,58,4,678.2,20,13.0,0,France
12693.0,Occasional / At Risk,127,4,476.51,28,7.111111111111111,0,Germany
12694.0,Occasional / At Risk,70,2,447.62,26,4.346153846153846,0,France
12695.0,Occasional / At Risk,7,4,342.56,17,12.6875,0,France
12697.0,Loyal Customers,29,3,676.71,34,4.0285714285714285,0,Sweden
12700.0,Champions (VIP),8,4,3888.64,174,0.8739495798319328,0,France
12701.0,Loyal Customers,80,2,652.45,44,3.6222222222222222,0,Germany
12702.0,Hibernating,20,1,201.0,11,0.0,0,Germany
12703.0,Hibernating,71,1,265.55,20,0.0,0,Germany
12704.0,Champions (VIP),7,8,1180.98,50,2.53125,0,Finland
12705.0,Champions (VIP),15,8,5154.4,199,1.1958041958041958,0,Germany
12707.0,Hibernating,292,1,417.52000000000004,29,0.0,0,France
12708.0,Champions (VIP),30,10,2117.96,73,2.6692913385826773,0,Germany
12709.0,Champions (VIP),15,14,4585.32,80,2.471830985915493,0,Germany
12710.0,Loyal Customers,97,3,909.8199999999999,69,1.5441176470588236,0,Germany
12712.0,Champions (VIP),29,13,2586.98,42,3.942528735632184,0,Germany
12713.0,Loyal Customers,1,1,722.85,36,0.0,0,Germany
12714.0,Champions (VIP),9,5,3621.0299999999997,196,1.2231759656652361,0,France
12715.0,Hibernating,106,1,263.36,19,0.0,0,Sweden
12716.0,Loyal Customers,4,2,912.91,55,2.096774193548387,0,France
12717.0,Loyal Customers,151,2,774.03,46,1.88,0,Greece
12718.0,Hibernating,71,1,182.35,17,0.0,0,France
12719.0,Loyal Customers,5,2,498.55,30,1.8181818181818181,0,France
12720.0,Champions (VIP),3,25,4424.39,194,1.1954397394136809,0,Germany
12721.0,Loyal Customers,32,6,2108.19,118,2.3405797101449277,0,France
12722.0,Hibernating,115,2,726.1,44,0.8372093023255814,0,France
12723.0,Loyal Customers,4,4,580.33,48,1.0163934426229508,0,France
12724.0,Loyal Customers,5,4,923.41,46,6.8125,0,France
12725.0,Hibernating,371,1,371.8,23,0.0,0,Italy
12726.0,Loyal Customers,28,7,1550.1,48,3.781609195402299,0,France
12727.0,Champions (VIP),11,7,2461.52,99,2.719298245614035,0,France
12728.0,Occasional / At Risk,71,4,565.33,30,7.909090909090909,0,France
12729.0,Hibernating,114,1,360.71000000000004,22,0.0,0,France
12731.0,Champions (VIP),24,10,7116.69,79,1.9825581395348837,0,France
12732.0,Lost / Low Value,180,1,178.26000000000002,10,0.0,0,France
12733.0,Hibernating,234,1,276.85,20,0.0,0,USA
12734.0,Lost / Low Value,353,1,110.39999999999999,4,0.0,0,France
12735.0,Hibernating,315,2,375.07,27,0.8461538461538461,0,France
12736.0,Lost / Low Value,333,1,93.6,2,0.0,0,France
12738.0,Lost / Low Value,372,1,110.4,8,0.0,0,Germany
12739.0,Hibernating,99,1,516.0,31,0.0,0,United Arab Emirates
12740.0,Hibernating,64,1,344.8,24,0.0,0,France
12743.0,Hibernating,134,2,418.93,104,0.0,0,Unspecified
12744.0,Loyal Customers,56,4,4774.93,128,1.7466666666666666,0,Singapore
12747.0,Champions (VIP),2,11,2640.41,32,4.766233766233766,1,United Kingdom
12748.0,Champions (VIP),1,196,20441.1,1595,0.09244114002478315,1,United Kingdom
12749.0,Champions (VIP),4,5,2737.73,120,1.4383561643835616,1,United Kingdom
12750.0,Lost / Low Value,129,1,184.98,10,0.0,0,Poland
12752.0,Hibernating,81,1,854.12,18,0.0,0,Norway
12753.0,Occasional / At Risk,23,6,1988.77,22,14.166666666666666,0,Japan
12754.0,Hibernating,277,2,61.62,49,0.6458333333333334,0,Japan
12755.0,Lost / Low Value,281,1,7.6,2,0.0,0,Japan
12756.0,Lost / Low Value,87,1,50.879999999999995,3,0.0,0,Japan
12757.0,Champions (VIP),16,7,3179.0,223,0.5833333333333334,0,Portugal
12758.0,Loyal Customers,117,2,1468.59,60,2.4242424242424243,0,Portugal
12759.0,Loyal Customers,52,3,1279.09,74,2.6547619047619047,0,Netherlands
12762.0,Loyal Customers,8,2,1211.3,57,0.3050847457627119,0,Portugal
12763.0,Hibernating,369,1,320.08,16,0.0,0,Japan
12764.0,Hibernating,317,1,952.88,33,0.0,0,Lebanon
12766.0,Champions (VIP),4,7,5713.12,188,1.3104693140794224,0,Portugal
12769.0,Hibernating,239,1,869.4,25,0.0,0,Brazil
12772.0,Hibernating,60,1,615.3199999999999,45,0.0,0,Portugal
12775.0,Loyal Customers,17,5,952.14,38,6.391304347826087,0,Netherlands
12778.0,Occasional / At Risk,20,6,492.49,31,8.617647058823529,0,Netherlands
12779.0,Loyal Customers,38,8,2523.53,67,3.2115384615384617,0,Poland
12781.0,Occasional / At Risk,64,2,594.54,18,13.0,0,Czech Republic
12782.0,Champions (VIP),5,5,1811.47,75,3.8369565217391304,0,Portugal
12783.0,Loyal Customers,2,4,1011.3000000000001,60,1.1967213114754098,0,Portugal
12784.0,Hibernating,15,1,455.46999999999997,51,0.0,0,Portugal
12785.0,Hibernating,364,1,239.0,12,0.0,0,Portugal
12787.0,Occasional / At Risk,10,3,356.26,16,12.2,0,Netherlands
12790.0,Hibernating,192,1,199.42000000000002,16,0.0,0,Netherlands
12792.0,Hibernating,257,1,329.59,23,0.0,0,Portugal
12793.0,Hibernating,335,2,395.48,20,1.85,0,Portugal
12794.0,Loyal Customers,53,2,795.51,41,1.0714285714285714,0,Portugal
12795.0,Lost / Low Value,19,1,144.63,8,0.0,0,Portugal
12797.0,Lost / Low Value,366,1,206.13,11,0.0,0,Portugal
12802.0,Hibernating,187,1,397.58,24,0.0,0,Netherlands
12808.0,Occasional / At Risk,37,3,445.7,25,13.28,0,Portugal
12809.0,Hibernating,178,1,343.41,21,0.0,0,Portugal
12811.0,Hibernating,262,2,415.55,24,0.92,0,Portugal
12812.0,Hibernating,45,1,229.64000000000001,15,0.0,0,Japan
12815.0,Hibernating,148,2,687.66,32,1.3783783783783783,0,Poland
12816.0,Occasional / At Risk,96,2,265.90000000000003,17,5.0625,0,Poland
12817.0,Lost / Low Value,281,1,126.03999999999999,3,0.0,0,Austria
12818.0,Lost / Low Value,262,1,267.6,7,0.0,0,Austria
12820.0,Loyal Customers,3,4,923.62,54,5.666666666666667,1,United Kingdom
12821.0,Lost / Low Value,214,1,75.72,5,0.0,1,United Kingdom
12822.0,Hibernating,71,2,743.28,37,0.425,1,United Kingdom
12824.0,Hibernating,60,1,316.42,22,0.0,1,United Kingdom
12826.0,Champions (VIP),3,7,1460.8,57,4.078651685393258,1,United Kingdom
12827.0,Loyal Customers,6,3,430.15000000000003,19,1.625,1,United Kingdom
12828.0,Champions (VIP),3,6,961.96,44,2.4150943396226414,1,United Kingdom
12829.0,Lost / Low Value,337,1,28.5,2,0.0,1,United Kingdom
12831.0,Lost / Low Value,262,1,124.75,6,0.0,1,United Kingdom
12832.0,Loyal Customers,32,2,366.53,26,2.64,1,United Kingdom
12833.0,Hibernating,145,1,307.03000000000003,17,0.0,1,United Kingdom
12834.0,Lost / Low Value,283,1,201.08,11,0.0,1,United Kingdom
12836.0,Loyal Customers,59,4,1620.1200000000001,120,1.8666666666666667,1,United Kingdom
12837.0,Lost / Low Value,173,1,58.75,7,0.0,1,United Kingdom
12838.0,Loyal Customers,34,2,575.3000000000001,109,3.0088495575221237,1,United Kingdom
12839.0,Champions (VIP),3,14,5115.12,87,1.2414965986394557,1,United Kingdom
12840.0,Loyal Customers,144,4,2726.77,67,0.7410714285714286,1,United Kingdom
12841.0,Champions (VIP),5,25,3308.77,215,0.963254593175853,1,United Kingdom
12842.0,Occasional / At Risk,70,2,582.3100000000001,27,9.153846153846153,1,United Kingdom
12843.0,Loyal Customers,160,7,1395.69,58,1.1931818181818181,1,United Kingdom
12844.0,Loyal Customers,29,2,325.96000000000004,47,1.9803921568627452,1,United Kingdom
